"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","abund_value","abund_unit","lng","lat","paleomodel","paleolng","paleolat","geoplate"
"1266224","occ","","","168236","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Holocene","","0.0117","0","55092","","","174.945831","61.738056","gp_mid","174.95","61.74","485"
"1266225","occ","","","168233","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Holocene","","0.0117","0","55092","","","-49.460835","62.060555","gp_mid","-49.46","62.06","102"
"1266226","occ","","","168234","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Holocene","","0.0117","0","55092","","","27.003889","80.169441","gp_mid","27.00","80.17","311"
"1266227","occ","","","168235","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Holocene","","0.0117","0","55092","","","-158.708893","57.117222","gp_mid","-158.71","57.12","125"
"1266228","occ","","","168240","Neophocaena phocaenoides","species","64883","","Neophocaena phocaenoides","species","64547","Holocene","","0.0117","0","55093","","","120.695557","22.035833","gp_mid","120.70","22.04","611"
"1266229","occ","","","168237","Neophocaena phocaenoides","species","64883","","Neophocaena phocaenoides","species","64547","Holocene","","0.0117","0","55093","","","56.359444","18.129723","gp_mid","56.36","18.13","503"
"1266230","occ","","","168238","Neophocaena phocaenoides","species","64883","","Neophocaena phocaenoides","species","64547","Holocene","","0.0117","0","55093","","","85.802780","19.479168","gp_mid","","",""
"1266231","occ","","","168239","Neophocaena phocaenoides","species","64883","","Neophocaena phocaenoides","species","64547","Holocene","","0.0117","0","55093","","","112.323891","-8.400000","gp_mid","112.32","-8.40","620"
"1266232","occ","","","168241","Phocoena phocoena","species","63544","","Phocoena phocoena","species","63543","Holocene","","0.0117","0","55092","","","-9.954167","29.059444","gp_mid","-9.95","29.06","714"
"1266233","occ","","","168242","Phocoena phocoena","species","63544","","Phocoena phocoena","species","63543","Holocene","","0.0117","0","55092","","","-79.080002","33.362221","gp_mid","-79.08","33.36","109"
"1266234","occ","","","168243","Phocoena phocoena","species","63544","","Phocoena phocoena","species","63543","Holocene","","0.0117","0","55092","","","-123.728333","39.137779","gp_mid","-123.73","39.14","130"
"1266235","occ","","","168244","Phocoena phocoena","species","63544","","Phocoena phocoena","species","63543","Holocene","","0.0117","0","55092","","","141.477493","38.395832","gp_mid","141.48","38.40","610"
"1266236","occ","","","168245","Phocoena dioptrica","species","63545","","Phocoena dioptrica","species","91002","Holocene","","0.0117","0","55092","","","148.244995","-41.581112","gp_mid","148.24","-41.58","801"
"1266237","occ","","","168246","Phocoena dioptrica","species","63545","","Phocoena dioptrica","species","91002","Holocene","","0.0117","0","55092","","","-69.196388","-51.068611","gp_mid","-69.20","-51.07","291"
"1266238","occ","","","168247","Phocoena dioptrica","species","63545","","Phocoena dioptrica","species","91002","Holocene","","0.0117","0","55092","","","-74.909164","-51.340832","gp_mid","-74.91","-51.34","291"
"1266239","occ","","","168248","Phocoena dioptrica","species","63545","","Phocoena dioptrica","species","91002","Holocene","","0.0117","0","55092","","","-58.385834","-63.406387","gp_mid","-58.39","-63.41","803"
"1266240","occ","","","168250","Phocoenoides dalli","species","63554","","Phocoenoides dalli","species","63553","Holocene","","0.0117","0","55092","","","-123.820274","39.206112","gp_mid","-123.82","39.21","130"
"1266241","occ","","","168249","Phocoenoides dalli","species","63554","","Phocoenoides dalli","species","63553","Holocene","","0.0117","0","55092","","","141.301666","37.444168","gp_mid","141.30","37.44","610"
"1266242","occ","","","168251","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094","","","-8.767500","40.770832","gp_mid","-8.77","40.77","304"
"1266243","occ","","","168252","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094","","","14.181667","-10.328889","gp_mid","14.18","-10.33","701"
"1266244","occ","","","168253","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094","","","-38.201111","-15.768889","gp_mid","","",""
"1266245","occ","","","168254","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094","","","-77.312500","34.403610","gp_mid","-77.31","34.40","109"
"1266246","occ","","","168255","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094","","","-121.741112","36.165001","gp_mid","","",""
"1266247","occ","","","168256","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094","","","-77.795830","-11.169722","gp_mid","-77.80","-11.17","201"
"1266248","occ","","","168257","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094","","","178.317505","-38.533611","gp_mid","178.32","-38.53","806"
"1266249","occ","","","168258","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094","","","140.744171","35.801109","gp_mid","140.74","35.80","610"
"1266250","occ","","","168263","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094","","","-55.163891","-63.475834","gp_mid","-55.16","-63.48","803"
"1266251","occ","","","168259","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094","","","13.126944","41.177502","gp_mid","13.13","41.18","307"
"1266252","occ","","","168260","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094","","","48.107498","4.836389","gp_mid","48.11","4.84","709"
"1266253","occ","","","168261","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094","","","82.121109","16.231667","gp_mid","","",""
"1266254","occ","","","168262","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094","","","23.234444","79.194725","gp_mid","23.23","79.19","311"
"1266796","occ","","","168344","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","55079","","","17.292221","-29.962221","gp_mid","17.29","-29.96","701"
"1266797","occ","","","168343","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","55079","","","-38.869999","-14.248611","gp_mid","-38.87","-14.25","201"
"1266798","occ","","","168342","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","55079","","","-68.181664","44.532501","gp_mid","-68.18","44.53","108"
"1266799","occ","","","168341","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","55079","","","-4.812500","50.561111","gp_mid","-4.81","50.56","315"
"1266800","occ","","","168350","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","55079","","","-76.487221","-12.903333","gp_mid","-76.49","-12.90","201"
"1266801","occ","","","168345","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","55079","","","32.541111","-28.573889","gp_mid","32.54","-28.57","701"
"1266802","occ","","","168346","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","55079","","","84.044998","17.052500","gp_mid","","",""
"1266803","occ","","","168347","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","55079","","","176.593887","-37.358334","gp_mid","176.59","-37.36","806"
"1266804","occ","","","168348","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","55079","","","141.964996","40.820831","gp_mid","141.96","40.82","610"
"1266805","occ","","","168349","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","55079","","","-114.236115","26.731667","gp_mid","","",""
"1266814","occ","","","168351","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079","","","-8.767500","37.982777","gp_mid","-8.77","37.98","304"
"1266815","occ","","","168352","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079","","","12.062500","-16.296944","gp_mid","12.06","-16.30","701"
"1266816","occ","","","168353","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079","","","-38.386665","-15.922222","gp_mid","-38.39","-15.92","201"
"1266817","occ","","","168354","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079","","","-80.134720","27.580833","gp_mid","-80.13","27.58","109"
"1266818","occ","","","168355","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079","","","14.523611","39.970280","gp_mid","","",""
"1266819","occ","","","168361","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079","","","-78.310837","-9.767222","gp_mid","-78.31","-9.77","201"
"1266820","occ","","","168356","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079","","","40.627220","-12.801667","gp_mid","40.63","-12.80","701"
"1266821","occ","","","168357","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079","","","82.682777","17.160000","gp_mid","82.68","17.16","501"
"1266822","occ","","","168358","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079","","","172.902496","-34.645000","gp_mid","172.90","-34.65","806"
"1266823","occ","","","168359","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079","","","142.052780","39.473888","gp_mid","142.05","39.47","610"
"1266824","occ","","","168360","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079","","","-105.359169","21.761389","gp_mid","-105.36","21.76","104"
"1266871","occ","","","168363","Berardius arnuxii","species","63590","","Berardius arnuxii","species","63590","Holocene","","0.0117","0","55103","","","-65.896385","-48.057220","gp_mid","-65.90","-48.06","291"
"1266872","occ","","","168364","Berardius arnuxii","species","63590","","Berardius arnuxii","species","63590","Holocene","","0.0117","0","55103","","","-75.131668","-47.724998","gp_mid","-75.13","-47.72","291"
"1266873","occ","","","168365","Berardius arnuxii","species","63590","","Berardius arnuxii","species","63590","Holocene","","0.0117","0","55103","","","17.329166","-30.554722","gp_mid","17.33","-30.55","701"
"1266874","occ","","","168366","Berardius arnuxii","species","63590","","Berardius arnuxii","species","63590","Holocene","","0.0117","0","55103","","","31.457500","-29.257500","gp_mid","31.46","-29.26","701"
"1266875","occ","","","168367","Berardius arnuxii","species","63590","","Berardius arnuxii","species","63590","Holocene","","0.0117","0","55103","","","115.436943","-31.477777","gp_mid","115.44","-31.48","801"
"1266876","occ","","","168368","Berardius arnuxii","species","63590","","Berardius arnuxii","species","63590","Holocene","","0.0117","0","55103","","","149.582504","-37.725555","gp_mid","149.58","-37.73","801"
"1266877","occ","","","168369","Berardius arnuxii","species","63590","","Berardius arnuxii","species","63590","Holocene","","0.0117","0","55103","","","-58.630280","-61.938610","gp_mid","-58.63","-61.94","803"
"1266880","occ","","","168371","Berardius bairdii","species","81905","","Berardius bairdii","species","81905","Holocene","","0.0117","0","55103","","","141.936111","39.548889","gp_mid","141.94","39.55","610"
