"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"797265","occ","21305","","79673","Archaeoceti","suborder","42933","Bartonian","","41.3","38","12845"
"797314","occ","","","77694","Balaenoptera sursiplana","species","64011","Middle Miocene","Pleistocene","15.97","0.0117","29187"
"797316","occ","","","77694","Squalodon atlanticus","species","68297","Middle Miocene","Pleistocene","15.97","0.0117","29187"
"797318","occ","","","86678","Cetacea","order","36652","Middle Miocene","","15.97","11.608","29187"
"797958","occ","","","13522","Ischyrorhynchus vanbenedeni","species","63859","Tortonian","","11.62","7.246","15250"
"797959","occ","","","13522","Saurocetes argentinus","species","63503","Tortonian","","11.62","7.246","15250"
"797960","occ","","","52083","Odontoceti","suborder","42937","Chattian","","28.1","23.03","12649"
"797961","occ","","","49684","Cetacea","order","36652","Sarmatian","","12.7","11.608","11981"
"798701","occ","","","86873","Pontoporia blainvillii","species","68423","Holocene","","0.0117","0","12161"
"798702","occ","","","86874","Lipotes vexillifer","species","63539","Holocene","","0.0117","0","12161"
"798703","occ","","","86876","Platanista gangetica","species","63562","Holocene","","0.0117","0","12161"
"798704","occ","","","86877","Sotalia fluviatilis","species","94788","Holocene","","0.0117","0","12161"
"798705","occ","","","86878","Sotalia fluviatilis","species","94788","Holocene","","0.0117","0","12161"
"798706","occ","","","86879","Sousa chinensis","species","82053","Holocene","","0.0117","0","12161"
"798707","occ","","","86880","Sousa chinensis","species","82053","Holocene","","0.0117","0","12161"
"798708","occ","","","86881","Sotalia fluviatilis","species","94788","Holocene","","0.0117","0","12161"
"798709","occ","","","86882","Sousa chinensis","species","82053","Holocene","","0.0117","0","12161"
"798710","occ","","","86883","Sousa teuszii","species","69752","Holocene","","0.0117","0","12161"
"798711","occ","","","86884","Sousa plumbea","species","94786","Holocene","","0.0117","0","12161"
"798712","occ","","","86873","Stenella coeruleoalba","species","82061","Holocene","","0.0117","0","12161"
"798714","occ","","","86886","Stenella frontalis","species","82055","Holocene","","0.0117","0","12161"
"798715","occ","","","86887","Stenella attenuata","species","93945","Holocene","","0.0117","0","12161"
"798716","occ","","","86888","Delphinus","genus","36703","Holocene","","0.0117","0","12161"
"798717","occ","","","86889","Tursiops aduncus","species","69766","Holocene","","0.0117","0","12161"
"798719","occ","","","86890","Tursiops truncatus","species","102834","Holocene","","0.0117","0","12161"
"798720","occ","","","86891","Tursiops truncatus gillii","subspecies","69770","Holocene","","0.0117","0","12161"
"798722","occ","","","86893","Lagenodelphis hosei","species","63574","Holocene","","0.0117","0","12161"
"798725","occ","","","86894","Lagenorhynchus albirostris","species","93926","Holocene","","0.0117","0","12161"
"798726","occ","","","86895","Lagenorhynchus obliquidens","species","63815","Holocene","","0.0117","0","12161"
"798727","occ","","","86896","Cephalorhynchus eutropia","species","82040","Holocene","","0.0117","0","12161"
"798728","occ","","","86897","Grampus","genus","82043","Holocene","","0.0117","0","12161"
"798729","occ","","","86882","Orcaella brevirostris","species","63582","Holocene","","0.0117","0","12161"
"798730","occ","","","86898","Grampus griseus","species","63556","Holocene","","0.0117","0","12161"
"798731","occ","","","86899","Globicephala melas","species","64473","Holocene","","0.0117","0","12161"
"798732","occ","","","86900","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","12161"
"798733","occ","","","86873","Phocoena spinipinnis","species","102693","Holocene","","0.0117","0","12161"
"798734","occ","","","86901","Phocoena sinus","species","82072","Holocene","","0.0117","0","12161"
"798735","occ","","","86873","Phocoena dioptrica","species","91002","Holocene","","0.0117","0","12161"
"798736","occ","","","86902","Phocoenoides dalli","species","63553","Holocene","","0.0117","0","12161"
"798737","occ","","","86897","Neophocaena phocaenoides","species","64547","Holocene","","0.0117","0","12161"
"798738","occ","","","86903","Delphinapterus leucas","species","64545","Holocene","","0.0117","0","12161"
"798739","occ","","","86897","Kogia breviceps","species","64509","Holocene","","0.0117","0","12161"
"798740","occ","","","86904","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","12161"
"798741","occ","","","86882","Kogia sima","species","103701","Holocene","","0.0117","0","12161"
"798742","occ","","","86905","Tasmacetus shepherdi","species","63588","Holocene","","0.0117","0","12161"
"798743","occ","","","86906","Berardius bairdii","species","81905","Holocene","","0.0117","0","12161"
"798744","occ","","","86907","Berardius arnuxii","species","63590","Holocene","","0.0117","0","12161"
"798815","occ","","","86911","Mesoplodon bidens","species","69087","Holocene","","0.0117","0","12161"
"798816","occ","","","86912","Mesoplodon mirus","species","69089","Holocene","","0.0117","0","12161"
"798817","occ","","","86913","Mesoplodon grayi","species","81913","Holocene","","0.0117","0","12161"
"798818","occ","","","86914","Mesoplodon hectori","species","81906","Holocene","","0.0117","0","12161"
"798819","occ","","","86915","Mesoplodon grayi","species","81913","Holocene","","0.0117","0","12161"
"798820","occ","","","86916","Mesoplodon ginkgodens","species","82031","Holocene","","0.0117","0","12161"
"798821","occ","","","86918","Mesoplodon ginkgodens","species","82031","Holocene","","0.0117","0","12161"
"798822","occ","","","86897","Mesoplodon layardii","species","82034","Holocene","","0.0117","0","12161"
"798823","occ","","","86906","Mesoplodon stejnegeri","species","82033","Holocene","","0.0117","0","12161"
"798824","occ","","","86919","Mesoplodon bowdoini","species","81915","Holocene","","0.0117","0","12161"
"798825","occ","","","86920","Mesoplodon carlhubbsi","species","82030","Holocene","","0.0117","0","12161"
"798939","occ","","","86921","Ziphius cavirostris","species","64703","Pleistocene","","2.588","0.0117","14621"
"798940","occ","","","86922","Hyperoodon planifrons","species","63850","Holocene","","0.0117","0","12161"
"798941","occ","","","86923","Hyperoodon ampullatus","species","63592","Holocene","","0.0117","0","12161"
"798942","occ","","","86924","Balaenoptera acutorostrata","species","68469","Holocene","","0.0117","0","12161"
"798943","occ","","","86925","Balaenoptera edeni","species","81902","Holocene","","0.0117","0","12161"
"798944","occ","","","86926","Balaenoptera borealis","species","70692","Holocene","","0.0117","0","12161"
"798945","occ","","","86927","Balaenoptera musculus","species","70696","Holocene","","0.0117","0","12161"
"798946","occ","","","86897","Eubalaena australis","species","67676","Holocene","","0.0117","0","12161"
"798947","occ","","","86928","Eubalaena glacialis","species","81899","Holocene","","0.0117","0","12161"
"799211","occ","","","86947","Mysticeti","suborder","42971","Early Pliocene","","5.333","3.6","12164"
"799212","occ","21429","","86948","Basilosaurus cetoides","species","63132","Priabonian","","38","33.9","8335"
"799213","occ","","","84754","Basilosaurus","genus","36681","Priabonian","","38","33.9","29255"
"799214","occ","","","86949","Basilosaurus cetoides","species","63132","Priabonian","","38","33.9","10323"
"800600","occ","","","87147","Balaena mysticetus","species","64683","Holocene","","0.0117","0","29339"
"802036","occ","","","59003","Cetotheriidae","family","66751","Zanclean","Piacenzian","5.333","2.588","29366"
"802037","occ","","","59003","Balaenopteridae","family","42977","Zanclean","Piacenzian","5.333","2.588","29366"
"802039","occ","","","59003","Phocoenidae","family","102804","Zanclean","Piacenzian","5.333","2.588","29366"
"802041","occ","","","59003","Mysticeti","suborder","42971","Zanclean","Piacenzian","5.333","2.588","29366"
"802471","occ","","","53889","Choneziphius planirostris","species","67993","Late Miocene","","11.608","5.333","29207"
"802472","occ","","","53889","Balaenopteridae","family","42977","Late Miocene","","11.608","5.333","29207"
"802473","occ","","","53889","Mysticeti","suborder","42971","Late Miocene","","11.608","5.333","29207"
"802474","occ","","","53889","Mysticeti","suborder","42971","Late Miocene","","11.608","5.333","29207"
"802475","occ","","","53889","Amphicetus","genus","36661","Late Miocene","","11.608","5.333","29207"
"802476","occ","","","53889","Parietobalaena affinis","species","64455","Late Miocene","","11.608","5.333","29207"
"802477","occ","","","53889","Heterocetus brevifrons","species","70452","Late Miocene","","11.608","5.333","29207"
"802478","occ","","","53889","Balaenula balaenopsis","species","68973","Late Miocene","","11.608","5.333","29207"
"802630","occ","","","87272","Cetacea","order","36652","Early Miocene","","23.03","15.97","29390"
"803457","occ","","","87489","Cetacea","order","36652","Zanclean","","5.333","3.6","29458"
"803459","occ","","","87489","Delphinidae","family","42953","Zanclean","","5.333","3.6","29458"
"804479","occ","","","53927","Rudicetus squalodontoides","species","64151","Burdigalian","Messinian","20.44","5.333","29503"
"804480","occ","","","45504","Rudicetus squalodontoides","species","64151","Burdigalian","Messinian","20.44","5.333","16967"
"804481","occ","","","76977","Delphinus","genus","36703","Pliocene","","5.333","2.588","29503"
"804663","occ","","","87788","Delphinus","genus","36703","Pliocene","","5.333","2.588","29503"
"804664","occ","","","87788","Tursiops","genus","36865","Pliocene","","5.333","2.588","29503"
"805117","occ","","","87865","Lagenorhynchus","genus","36746","Tortonian","Messinian","11.62","5.333","12682"
"805118","occ","","","87865","Delphinidae","family","42953","Tortonian","Messinian","11.62","5.333","12682"
"805119","occ","","","87865","Delphinoidea","superfamily","53268","Tortonian","Messinian","11.62","5.333","12682"
"805120","occ","21551","","87865","Kogia","genus","36744","Tortonian","Messinian","11.62","5.333","29544"
"805121","occ","21552","","87865","Scaldicetus","genus","36900","Tortonian","Messinian","11.62","5.333","29544"
"805122","occ","","","87865","Ziphiidae","family","42951","Tortonian","Messinian","11.62","5.333","12682"
"805123","occ","","","87865","Hyperoodon","genus","63591","Tortonian","Messinian","11.62","5.333","12682"
"805124","occ","","","87865","Ziphiidae","family","42951","Tortonian","Messinian","11.62","5.333","12682"
"805125","occ","","","87865","Odontoceti","suborder","42937","Tortonian","Messinian","11.62","5.333","12682"
"805126","occ","","","87865","Balaenopteridae","family","42977","Tortonian","Messinian","11.62","5.333","12682"
"805235","occ","","","87884","Delphinidae","family","42953","Waipipian","","3.6","3","29543"
"805236","occ","","","87885","Globicephala","genus","36721","Late Miocene","Pliocene","11.608","2.588","29544"
"805237","occ","","","45041","Zygorhiza","genus","36872","Late Eocene","","37.2","33.9","29544"
"805238","occ","","","87886","Basilosauridae","family","42936","Priabonian","","38","33.9","29544"
"805239","occ","","","67856","Archaeoceti","suborder","42933","Late Oligocene","","28.4","23.03","29544"
"805240","occ","","","87887","Balaenidae","family","42978","Late Pliocene","Early Pleistocene","3.6","0.781","29544"
"805241","occ","","","87888","Balaenopteridae","family","42977","Late Oligocene","Early Miocene","28.4","15.97","29544"
"805243","occ","","","67856","Eomysticetidae","family","63470","Late Oligocene","","28.4","23.03","29544"
"805245","occ","","","87891","Mysticeti","suborder","42971","Chattian","","28.1","23.03","29544"
"805298","occ","","","67856","Dalpiazinidae","family","53262","Late Oligocene","","28.4","23.03","29544"
"805299","occ","","","87884","Delphinus delphis","species","64534","Waipipian","","3.6","3","29544"
"805300","occ","","","87896","Pseudorca","genus","36837","Late Pliocene","","3.6","2.588","29544"
"805301","occ","","","74757","Delphinidae","family","42953","Nukumaruan","","2.4","1.63","29544"
"805311","occ","","","87897","Delphinidae","family","42953","Late Pleistocene","","0.126","0.0117","29544"
"805312","occ","","","74593","Delphinoidea","superfamily","53268","Waitakian","","25.2","21.7","29544"
"805313","occ","","","87865","Eurhinodelphinidae","family","63595","Tortonian","Messinian","11.62","5.333","29544"
"805331","occ","","","87899","Kentriodon pernix","species","64433","Altonian","","19","15.9","29544"
"805332","occ","","","45653","Kentriodontidae","family","42938","Chattian","","28.1","23.03","29544"
"805333","occ","","","87865","Phocoenidae","family","102804","Tortonian","Messinian","11.62","5.333","29544"
"805334","occ","","","74755","Physeteridae","family","42967","Waitakian","","25.2","21.7","29544"
"805335","occ","","","74593","Squalodelphinidae","family","63677","Waitakian","","25.2","21.7","29544"
"805336","occ","","","45653","Prosqualodon davidis","species","63632","Chattian","","28.1","23.03","29544"
"805337","occ","","","87888","Squalodontidae","family","42939","Late Oligocene","Early Miocene","28.4","15.97","29544"
